Date of Purchase,Old Purchaser Name,Purchaser,Denomination,Purchaser Group
7/10/2023,TELLAPUR TECHNOCITY PRIVATE LIMI,TELLAPUR TECHNOCITY PRIVATE LIMI,10000000,Others
7/10/2023,TELLAPUR TECHNOCITY PRIVATE LIMI,TELLAPUR TECHNOCITY PRIVATE LIMI,10000000,Others
7/10/2023,TELLAPUR TECHNOCITY PRIVATE LIMI,TELLAPUR TECHNOCITY PRIVATE LIMI,10000000,Others
7/10/2023,TELLAPUR TECHNOCITY PRIVATE LIMI,TELLAPUR TECHNOCITY PRIVATE LIMI,10000000,Others
7/10/2023,TELLAPUR TECHNOCITY PRIVATE LIMI,TELLAPUR TECHNOCITY PRIVATE LIMI,10000000,Others
7/10/2023,UNIPRO TECHNO INFRASTRUCTURE PVT LTD,UNIPRO TECHNO INFRASTRUCTURE PVT LTD,10000000,Others
7/10/2023,UNIPRO TECHNO INFRASTRUCTURE PVT LTD,UNIPRO TECHNO INFRASTRUCTURE PVT LTD,10000000,Others
7/10/2023,UNIPRO TECHNO INFRASTRUCTURE PVT LTD,UNIPRO TECHNO INFRASTRUCTURE PVT LTD,10000000,Others
7/10/2023,UNIPRO TECHNO INFRASTRUCTURE PVT LTD,UNIPRO TECHNO INFRASTRUCTURE PVT LTD,10000000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,V BALAVEERIAH SONS,V BALAVEERIAH SONS,100000,Others
7/10/2023,VERTEX VEGA DEVELOPERS LLP,VERTEX VEGA DEVELOPERS LLP,10000000,Others
7/10/2023,VIDITVA CONSTRUCTIONS,VIDITVA CONSTRUCTIONS,100000,Others
7/10/2023,VIDITVA CONSTRUCTIONS,VIDITVA CONSTRUCTIONS,1000000,Others
7/10/2023,VIDITVA CONSTRUCTIONS,VIDITVA CONSTRUCTIONS,100000,Others
7/10/2023,VIDITVA CONSTRUCTIONS,VIDITVA CONSTRUCTIONS,1000000,Others
7/10/2023,VIDITVA CONSTRUCTIONS,VIDITVA CONSTRUCTIONS,100000,Others
7/10/2023,VIDITVA CONSTRUCTIONS,VIDITVA CONSTRUCTIONS,100000,Others
7/10/2023,VIDITVA CONSTRUCTIONS,VIDITVA CONSTRUCTIONS,100000,Others
7/10/2023,VIDITVA CONSTRUCTIONS,VIDITVA CONSTRUCTIONS,1000000,Others
7/10/2023,VIDITVA CONSTRUCTIONS,VIDITVA CONSTRUCTIONS,1000000,Others
7/10/2023,VIDITVA CONSTRUCTIONS,VIDITVA CONSTRUCTIONS,100000,Others
7/10/2023,VIDITVA CONSTRUCTIONS,VIDITVA CONSTRUCTIONS,100000,Others
7/10/2023,VIDITVA CONSTRUCTIONS,VIDITVA CONSTRUCTIONS,100000,Others
7/10/2023,VIKAS PARASRAMPURIA,VIKAS PARASRAMPURIA,1000000,Others
7/10/2023,VIKAS PARASRAMPURIA,VIKAS PARASRAMPURIA,1000000,Others
7/10/2023,VIKAS PARASRAMPURIA,VIKAS PARASRAMPURIA,1000000,Others
7/10/2023,VIKAS PARASRAMPURIA,VIKAS PARASRAMPURIA,1000000,Others
7/10/2023,VIKAS PARASRAMPURIA,VIKAS PARASRAMPURIA,1000000,Others
7/10/2023,VIPUL CHAMPAKLAL SHAH,VIPUL CHAMPAKLAL SHAH,10000000,Others
7/10/2023,ZYDUS HEALTHCARE LIMITED,ZYDUS HEALTHCARE LTD,10000000,Others
7/10/2023,ZYDUS HEALTHCARE LIMITED,ZYDUS HEALTHCARE LTD,10000000,Others
7/10/2023,ZYDUS HEALTHCARE LIMITED,ZYDUS HEALTHCARE LTD,10000000,Others
7/10/2023,ZYDUS HEALTHCARE LIMITED,ZYDUS HEALTHCARE LTD,10000000,Others
7/10/2023,ZYDUS HEALTHCARE LIMITED,ZYDUS HEALTHCARE LTD,10000000,Others
7/10/2023,ZYDUS HEALTHCARE LIMITED,ZYDUS HEALTHCARE LTD,10000000,Others
7/10/2023,ZYDUS HEALTHCARE LIMITED,ZYDUS HEALTHCARE LTD,10000000,Others
7/10/2023,ZYDUS HEALTHCARE LIMITED,ZYDUS HEALTHCARE LTD,10000000,Others
7/11/2023,ASHOKA MUDHOL NIPANI ROADS LIMITED,ASHOKA MUDHOL NIPANI ROADS LTD,10000000,Others
7/11/2023,ASHOKA MUDHOL NIPANI ROADS LIMITED,ASHOKA MUDHOL NIPANI ROADS LTD,10000000,Others
7/11/2023,ASHOKA MUDHOL NIPANI ROADS LIMITED,ASHOKA MUDHOL NIPANI ROADS LTD,10000000,Others
7/11/2023,ASHOKA MUDHOL NIPANI ROADS LIMITED,ASHOKA MUDHOL NIPANI ROADS LTD,10000000,Others
7/11/2023,ASHOKA MUDHOL NIPANI ROADS LIMITED,ASHOKA MUDHOL NIPANI ROADS LTD,10000000,Others
7/11/2023,BSCPL INFRASTRUCTURE LIMITED,BSCPL INFRASTRUCTURE LTD,10000000,Others
7/11/2023,BUILDOX DEVELOPERS LLP,BUILDOX DEVELOPERS LLP,1000000,Others
7/11/2023,BUILDOX DEVELOPERS LLP,BUILDOX DEVELOPERS LLP,1000000,Others
7/11/2023,BUILDOX DEVELOPERS LLP,BUILDOX DEVELOPERS LLP,1000000,Others
7/11/2023,BUILDOX DEVELOPERS LLP,BUILDOX DEVELOPERS LLP,1000000,Others
7/11/2023,BUILDOX DEVELOPERS LLP,BUILDOX DEVELOPERS LLP,1000000,Others
7/11/2023,BUILDOX DEVELOPERS LLP,BUILDOX DEVELOPERS LLP,1000000,Others
7/11/2023,GURRAM MOUNIKA,GURRAM MOUNIKA,1000000,Others
7/11/2023,GURRAM MOUNIKA,GURRAM MOUNIKA,1000000,Others
7/11/2023,GURRAM RAVI,GURRAM RAVI,1000000,Others
7/11/2023,GURRAM RAVI,GURRAM RAVI,1000000,Others
7/11/2023,HERALD BEVERAGES PRIVATE LIMITED,HERALD BEVERAGES PRIVATE LTD,10000000,Others
7/11/2023,HERALD BEVERAGES PRIVATE LIMITED,HERALD BEVERAGES PRIVATE LTD,10000000,Others
7/11/2023,HETERO BIOPHARMA LIMITED,HETERO BIOPHARMA LTD,10000000,Others
7/11/2023,HETERO BIOPHARMA LIMITED,HETERO BIOPHARMA LTD,10000000,Others
7/11/2023,HETERO BIOPHARMA LIMITED,HETERO BIOPHARMA LTD,10000000,Others
7/11/2023,HETERO BIOPHARMA LIMITED,HETERO BIOPHARMA LTD,10000000,Others
7/11/2023,HETERO BIOPHARMA LIMITED,HETERO BIOPHARMA LTD,10000000,Others
7/11/2023,HETERO BIOPHARMA LIMITED,HETERO BIOPHARMA LTD,10000000,Others
7/11/2023,HETERO BIOPHARMA LIMITED,HETERO BIOPHARMA LTD,10000000,Others
7/11/2023,HETERO BIOPHARMA LIMITED,HETERO BIOPHARMA LTD,10000000,Others
7/11/2023,HETERO BIOPHARMA LIMITED,HETERO BIOPHARMA LTD,10000000,Others
7/11/2023,HETERO BIOPHARMA LIMITED,HETERO BIOPHARMA LTD,10000000,Others
7/11/2023,HONOUR LAB LTD,HONOUR LAB LTD,10000000,Others
7/11/2023,HONOUR LAB LTD,HONOUR LAB LTD,10000000,Others
7/11/2023,HONOUR LAB LTD,HONOUR LAB LTD,10000000,Others
7/11/2023,HONOUR LAB LTD,HONOUR LAB LTD,10000000,Others
7/11/2023,HONOUR LAB LTD,HONOUR LAB LTD,10000000,Others
7/11/2023,HONOUR LAB LTD,HONOUR LAB LTD,10000000,Others
7/11/2023,HONOUR LAB LTD,HONOUR LAB LTD,10000000,Others
7/11/2023,HONOUR LAB LTD,HONOUR LAB LTD,10000000,Others
7/11/2023,HONOUR LAB LTD,HONOUR LAB LTD,10000000,Others
7/11/2023,HONOUR LAB LTD,HONOUR LAB LTD,10000000,Others
7/11/2023,INDIA EXPOSITION MART LTD,INDIA EXPOSITION MART LTD,1000000,Others
7/11/2023,MAHABIR BANKA,MAHABIR BANKA,1000000,Others
7/11/2023,MAHABIR BANKA,MAHABIR BANKA,1000000,Others
7/11/2023,MAHABIR BANKA,MAHABIR BANKA,1000000,Others
7/11/2023,MAHABIR BANKA,MAHABIR BANKA,1000000,Others
7/11/2023,MAHABIR BANKA,MAHABIR BANKA,1000000,Others
7/11/2023,MANITHEJ ENTERPRISES,MANITHEJ ENTERPRISES,1000000,Others
7/11/2023,MONALISA BOTTLING INDUSTRIES PVT LTD,MONALISA BOTTLING INDUSTRIES PVT LTD,10000000,Others
7/11/2023,MUPPANA VENKATA RAO,MUPPANA VENKATA RAO,100000,Others
7/11/2023,MUPPANA VENKATA RAO,MUPPANA VENKATA RAO,100000,Others
7/11/2023,MUPPANA VENKATA RAO,MUPPANA VENKATA RAO,1000000,Others
7/11/2023,MUPPANA VENKATA RAO,MUPPANA VENKATA RAO,1000000,Others
7/11/2023,MUPPANA VENKATA RAO,MUPPANA VENKATA RAO,100000,Others
7/11/2023,MUPPANA VENKATA RAO,MUPPANA VENKATA RAO,1000000,Others
7/11/2023,MUPPANA VENKATA RAO,MUPPANA VENKATA RAO,1000000,Others
7/11/2023,MUPPANA VENKATA RAO,MUPPANA VENKATA RAO,100000,Others
7/11/2023,MUPPANA VENKATA RAO,MUPPANA VENKATA RAO,100000,Others
7/11/2023,PASURA AGRI SCIENCES LLP,PASURA AGRI SCIENCES LLP,100000,Others
7/11/2023,PASURA AGRI SCIENCES LLP,PASURA AGRI SCIENCES LLP,100000,Others
7/11/2023,PASURA AGRI SCIENCES LLP,PASURA AGRI SCIENCES LLP,1000000,Others
7/11/2023,PASURA AGRI SCIENCES LLP,PASURA AGRI SCIENCES LLP,100000,Others
7/11/2023,PASURA AGRI SCIENCES LLP,PASURA AGRI SCIENCES LLP,100000,Others
7/11/2023,PASURA AGRI SCIENCES LLP,PASURA AGRI SCIENCES LLP,1000000,Others
7/11/2023,PASURA AGRI SCIENCES LLP,PASURA AGRI SCIENCES LLP,100000,Others
7/11/2023,PASURA CROP CARE PVT LTD,PASURA CROP CARE PVT LTD,1000000,Others
7/11/2023,PASURA CROP CARE PVT LTD,PASURA CROP CARE PVT LTD,1000000,Others
7/11/2023,PASURA CROP CARE PVT LTD,PASURA CROP CARE PVT LTD,1000000,Others
7/11/2023,PASURA CROP CARE PVT LTD,PASURA CROP CARE PVT LTD,1000000,Others
7/11/2023,PASURA CROP CARE PVT LTD,PASURA CROP CARE PVT LTD,1000000,Others
7/11/2023,PRIMUSGLOBALTECHNOLOGIESPVTLTD,PRIMUSGLOBALTECHNOLOGIESPVTLTD,1000000,Others
7/11/2023,PRIMUSGLOBALTECHNOLOGIESPVTLTD,PRIMUSGLOBALTECHNOLOGIESPVTLTD,100000,Others
7/11/2023,PRIMUSGLOBALTECHNOLOGIESPVTLTD,PRIMUSGLOBALTECHNOLOGIESPVTLTD,100000,Others
7/11/2023,PRIMUSGLOBALTECHNOLOGIESPVTLTD,PRIMUSGLOBALTECHNOLOGIESPVTLTD,100000,Others
7/11/2023,PRIMUSGLOBALTECHNOLOGIESPVTLTD,PRIMUSGLOBALTECHNOLOGIESPVTLTD,100000,Others
7/11/2023,PRIMUSGLOBALTECHNOLOGIESPVTLTD,PRIMUSGLOBALTECHNOLOGIESPVTLTD,1000000,Others
7/11/2023,PRIMUSGLOBALTECHNOLOGIESPVTLTD,PRIMUSGLOBALTECHNOLOGIESPVTLTD,100000,Others
7/11/2023,RANJIT BUILDCON LIMITED,RANJIT BUILDCON LTD,10000000,Others
7/11/2023,RANJIT BUILDCON LIMITED,RANJIT BUILDCON LTD,10000000,Others
7/11/2023,RANJIT PROJECTS PRIVATE LIMITED,RANJIT PROJECTS PRIVATE LTD,10000000,Others
7/11/2023,RANJIT TOLL ROAD PRIVATE LIMITED,RANJIT TOLL ROAD PRIVATE LTD,10000000,Others
7/11/2023,RANJIT TOLL ROAD PRIVATE LIMITED,RANJIT TOLL ROAD PRIVATE LTD,10000000,Others
7/11/2023,RAUNAK GUPTA,RAUNAK GUPTA,1000000,Others
7/11/2023,RAUNAK GUPTA,RAUNAK GUPTA,1000000,Others
7/11/2023,RAUNAK GUPTA,RAUNAK GUPTA,1000000,Others
7/11/2023,RAUNAK GUPTA,RAUNAK GUPTA,1000000,Others
7/11/2023,RAUNAK GUPTA,RAUNAK GUPTA,1000000,Others
7/11/2023,RPSG VENTURES LIMITED,RPSG VENTURES LTD,10000000,Others
7/11/2023,RPSG VENTURES LIMITED,RPSG VENTURES LTD,10000000,Others
7/11/2023,RPSG VENTURES LIMITED,RPSG VENTURES LTD,10000000,Others
7/11/2023,SANDEEP AUTO LINES,SANDEEP AUTO LINES,10000000,Others
7/11/2023,SANDEEP AUTO LINES,SANDEEP AUTO LINES,10000000,Others
7/11/2023,SATEC ENVIR ENGINEERING (I) PVT LTD,SATEC ENVIR ENGINEERING (I) PVT LTD,1000000,Others
7/11/2023,SATEC ENVIR ENGINEERING (I) PVT LTD,SATEC ENVIR ENGINEERING (I) PVT LTD,1000000,Others
7/11/2023,SATEC ENVIR ENGINEERING (I) PVT LTD,SATEC ENVIR ENGINEERING (I) PVT LTD,1000000,Others
7/11/2023,SATEC ENVIR ENGINEERING (I) PVT LTD,SATEC ENVIR ENGINEERING (I) PVT LTD,1000000,Others
7/11/2023,SATEC ENVIR ENGINEERING (I) PVT LTD,SATEC ENVIR ENGINEERING (I) PVT LTD,1000000,Others
7/11/2023,SATEC ENVIR ENGINEERING (I) PVT LTD,SATEC ENVIR ENGINEERING (I) PVT LTD,10000000,Others
7/11/2023,THE PUNJAB BUSINESS SUPPLY COMPANY,THE PUNJAB BUSINESS SUPPLY COMPANY,10000000,Others
7/11/2023,THE PUNJAB BUSINESS SUPPLY COMPANY,THE PUNJAB BUSINESS SUPPLY COMPANY,1000000,Others
7/11/2023,THE PUNJAB BUSINESS SUPPLY COMPANY,THE PUNJAB BUSINESS SUPPLY COMPANY,1000000,Others
7/11/2023,THE PUNJAB BUSINESS SUPPLY COMPANY,THE PUNJAB BUSINESS SUPPLY COMPANY,10000000,Others
7/11/2023,THE PUNJAB BUSINESS SUPPLY COMPANY,THE PUNJAB BUSINESS SUPPLY COMPANY,1000000,Others
7/11/2023,THE PUNJAB BUSINESS SUPPLY COMPANY,THE PUNJAB BUSINESS SUPPLY COMPANY,10000000,Others
7/11/2023,THE PUNJAB BUSINESS SUPPLY COMPANY,THE PUNJAB BUSINESS SUPPLY COMPANY,10000000,Others
7/11/2023,THE PUNJAB BUSINESS SUPPLY COMPANY,THE PUNJAB BUSINESS SUPPLY COMPANY,1000000,Others
7/11/2023,THE PUNJAB BUSINESS SUPPLY COMPANY,THE PUNJAB BUSINESS SUPPLY COMPANY,1000000,Others
7/11/2023,THE PUNJAB BUSINESS SUPPLY COMPANY,THE PUNJAB BUSINESS SUPPLY COMPANY,10000000,Others
7/11/2023,THE PUNJAB BUSINESS SUPPLY COMPANY,THE PUNJAB BUSINESS SUPPLY COMPANY,1000000,Others
7/11/2023,THE PUNJAB BUSINESS SUPPLY COMPANY,THE PUNJAB BUSINESS SUPPLY COMPANY,1000000,Others
7/11/2023,THE PUNJAB BUSINESS SUPPLY COMPANY,THE PUNJAB BUSINESS SUPPLY COMPANY,1000000,Others
7/11/2023,THE PUNJAB BUSINESS SUPPLY COMPANY,THE PUNJAB BUSINESS SUPPLY COMPANY,10000000,Others
7/11/2023,THE PUNJAB BUSINESS SUPPLY COMPANY,THE PUNJAB BUSINESS SUPPLY COMPANY,10000000,Others
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,UTKAL ALUMINA INTERNATIONAL LTD,UTKAL ALUMINA INTERNATIONAL LTD,10000000,UTKAL ALUMINA INTERNATIONAL LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
7/11/2023,VIVA HIGHWAYS LTD,VIVA HIGHWAYS LTD,10000000,Others
7/11/2023,VIVA HIGHWAYS LTD,VIVA HIGHWAYS LTD,10000000,Others
7/11/2023,VIVA HIGHWAYS LTD,VIVA HIGHWAYS LTD,10000000,Others
7/11/2023,VIVA HIGHWAYS LTD,VIVA HIGHWAYS LTD,10000000,Others
7/11/2023,VIVA HIGHWAYS LTD,VIVA HIGHWAYS LTD,10000000,Others
7/12/2023,ABHINANDANSTOCKBROKINGPVTLTD,ABHINANDANSTOCKBROKINGPVTLTD,1000000,Others
7/12/2023,ABHINANDANSTOCKBROKINGPVTLTD,ABHINANDANSTOCKBROKINGPVTLTD,1000000,Others
7/12/2023,ABHINANDANSTOCKBROKINGPVTLTD,ABHINANDANSTOCKBROKINGPVTLTD,1000000,Others
7/12/2023,ABHINANDANSTOCKBROKINGPVTLTD,ABHINANDANSTOCKBROKINGPVTLTD,1000000,Others
7/12/2023,ABHINANDANSTOCKBROKINGPVTLTD,ABHINANDANSTOCKBROKINGPVTLTD,1000000,Others
7/12/2023,ABHINANDANSTOCKBROKINGPVTLTD,ABHINANDANSTOCKBROKINGPVTLTD,1000000,Others
7/12/2023,ABHINANDANSTOCKBROKINGPVTLTD,ABHINANDANSTOCKBROKINGPVTLTD,1000000,Others
7/12/2023,ABHINANDANSTOCKBROKINGPVTLTD,ABHINANDANSTOCKBROKINGPVTLTD,1000000,Others
7/12/2023,ABHINANDANSTOCKBROKINGPVTLTD,ABHINANDANSTOCKBROKINGPVTLTD,1000000,Others
7/12/2023,ABHINANDANSTOCKBROKINGPVTLTD,ABHINANDANSTOCKBROKINGPVTLTD,1000000,Others
7/12/2023,ALA RAMANJANEYULU,ALA RAMANJANEYULU,100000,Others
7/12/2023,ALA RAMANJANEYULU,ALA RAMANJANEYULU,100000,Others
7/12/2023,ALA RAMANJANEYULU,ALA RAMANJANEYULU,100000,Others
7/12/2023,ALA RAMANJANEYULU,ALA RAMANJANEYULU,100000,Others
7/12/2023,ALA RAMANJANEYULU,ALA RAMANJANEYULU,100000,Others
7/12/2023,AMD ENGINEERING CONSULTANTS,AMD ENGINEERING CONSULTANTS,1000000,Others
7/12/2023,AMD ENGINEERING CONSULTANTS,AMD ENGINEERING CONSULTANTS,1000000,Others
7/12/2023,AMD ENGINEERING CONSULTANTS,AMD ENGINEERING CONSULTANTS,1000000,Others
7/12/2023,AMD ENGINEERING CONSULTANTS,AMD ENGINEERING CONSULTANTS,1000000,Others
7/12/2023,AMD ENGINEERING CONSULTANTS,AMD ENGINEERING CONSULTANTS,100000,Others
7/12/2023,AMD ENGINEERING CONSULTANTS,AMD ENGINEERING CONSULTANTS,1000000,Others
