Date of Purchase,Old Purchaser Name,Purchaser,Denomination,Purchaser Group
10/9/2019,PANKAJ PERIWAL,PANKAJ PERIWAL,100000,Others
10/9/2019,PRAHLAD SHARMA,PRAHLAD SHARMA,100000,Others
10/9/2019,PRAHLAD SHARMA,PRAHLAD SHARMA,100000,Others
10/9/2019,PRAMOD BAJORIA,PRAMOD BAJORIA,100000,Others
10/9/2019,PRAMOD BAJORIA,PRAMOD BAJORIA,100000,Others
10/9/2019,PRAMOD BAJORIA,PRAMOD BAJORIA,100000,Others
10/9/2019,RAHUL TULSIAN,RAHUL TULSIAN,100000,Others
10/9/2019,RAHUL TULSIAN,RAHUL TULSIAN,100000,Others
10/9/2019,RAHUL TULSIAN,RAHUL TULSIAN,100000,Others
10/9/2019,RAHUL TULSIAN,RAHUL TULSIAN,100000,Others
10/9/2019,RAJESH JAIN,RAJESH JAIN,100000,Others
10/9/2019,RAJESH KUMAR AGARWAL,RAJESH KUMAR AGARWAL,100000,Others
10/9/2019,RAJESH KUMAR AGARWAL,RAJESH KUMAR AGARWAL,100000,Others
10/9/2019,RAJESH KUMAR AGARWAL,RAJESH KUMAR AGARWAL,100000,Others
10/9/2019,RAJESH KUMAR AGARWAL,RAJESH KUMAR AGARWAL,100000,Others
10/9/2019,RAJESH KUMAR AGARWAL,RAJESH KUMAR AGARWAL,100000,Others
10/9/2019,RAJESH KUMAR AGARWAL,RAJESH KUMAR AGARWAL,100000,Others
10/9/2019,RAJESH KUMAR AGARWAL,RAJESH KUMAR AGARWAL,100000,Others
10/9/2019,RAJESH KUMAR AGARWAL,RAJESH KUMAR AGARWAL,100000,Others
10/9/2019,RAJESH SHARMA,RAJESH SHARMA,1000000,Others
10/9/2019,RAJIV KUMAR JHA,RAJIV KUMAR JHA,100000,Others
10/9/2019,RAMAWATAR SHARMA,RAMAWATAR SHARMA,100000,Others
10/9/2019,RAMAWATAR SHARMA,RAMAWATAR SHARMA,100000,Others
10/9/2019,RAMESH TAPARIA,RAMESH TAPARIA,100000,Others
10/9/2019,RAMESH TAPARIA,RAMESH TAPARIA,100000,Others
10/9/2019,RAVI KUMAR SHARMA,RAVI KUMAR SHARMA,100000,Others
10/9/2019,RAVI KUMAR SHARMA,RAVI KUMAR SHARMA,100000,Others
10/9/2019,RAVI KUMAR SHARMA,RAVI KUMAR SHARMA,100000,Others
10/9/2019,ROHIT AGARWAL,ROHIT AGARWAL,10000,Others
10/9/2019,ROHIT AGARWAL,ROHIT AGARWAL,10000,Others
10/9/2019,ROHIT AGARWAL,ROHIT AGARWAL,100000,Others
10/9/2019,ROHIT AGARWAL,ROHIT AGARWAL,10000,Others
10/9/2019,ROHIT AGARWAL,ROHIT AGARWAL,10000,Others
10/9/2019,ROHIT AGARWAL,ROHIT AGARWAL,10000,Others
10/9/2019,S D CORPORATION PVT LTD,S D CORPORATION PVT LTD,10000000,Others
10/9/2019,S D CORPORATION PVT LTD,S D CORPORATION PVT LTD,10000000,Others
10/9/2019,S D CORPORATION PVT LTD,S D CORPORATION PVT LTD,10000000,Others
10/9/2019,S D CORPORATION PVT LTD,S D CORPORATION PVT LTD,10000000,Others
10/9/2019,S D CORPORATION PVT LTD,S D CORPORATION PVT LTD,10000000,Others
10/9/2019,S D CORPORATION PVT LTD,S D CORPORATION PVT LTD,10000000,Others
10/9/2019,S D CORPORATION PVT LTD,S D CORPORATION PVT LTD,10000000,Others
10/9/2019,SEZ BIOTECH SERVICES PVT LTD,SEZ BIOTECH SERVICES PVT LTD,100000,Others
10/9/2019,SEZ BIOTECH SERVICES PVT LTD,SEZ BIOTECH SERVICES PVT LTD,1000000,Others
10/9/2019,SEZ BIOTECH SERVICES PVT LTD,SEZ BIOTECH SERVICES PVT LTD,100000,Others
10/9/2019,SEZ BIOTECH SERVICES PVT LTD,SEZ BIOTECH SERVICES PVT LTD,1000000,Others
10/9/2019,SEZ BIOTECH SERVICES PVT LTD,SEZ BIOTECH SERVICES PVT LTD,1000000,Others
10/9/2019,SEZ BIOTECH SERVICES PVT LTD,SEZ BIOTECH SERVICES PVT LTD,100000,Others
10/9/2019,SEZ BIOTECH SERVICES PVT LTD,SEZ BIOTECH SERVICES PVT LTD,100000,Others
10/9/2019,SEZ BIOTECH SERVICES PVT LTD,SEZ BIOTECH SERVICES PVT LTD,1000000,Others
10/9/2019,SEZ BIOTECH SERVICES PVT LTD,SEZ BIOTECH SERVICES PVT LTD,1000000,Others
10/9/2019,SEZ BIOTECH SERVICES PVT LTD,SEZ BIOTECH SERVICES PVT LTD,1000000,Others
10/9/2019,SEZ BIOTECH SERVICES PVT LTD,SEZ BIOTECH SERVICES PVT LTD,1000000,Others
10/9/2019,SEZ BIOTECH SERVICES PVT LTD,SEZ BIOTECH SERVICES PVT LTD,100000,Others
10/9/2019,SHIRISH BAJAJ,SHIRISH BAJAJ,100000,Others
10/9/2019,SOHAN SARAF,SOHAN SARAF,100000,Others
10/9/2019,SUBHASH CHANDRA GUPTA,SUBHASH CHANDRA GUPTA,100000,Others
10/9/2019,SUKHBIR SINGH,SUKHBIR SINGH,100000,Others
10/9/2019,SUKHBIR SINGH,SUKHBIR SINGH,100000,Others
10/9/2019,SUKHBIR SINGH,SUKHBIR SINGH,100000,Others
10/9/2019,SUMITRA DEVI AGARWAL,SUMITRA DEVI AGARWAL,100000,Others
10/9/2019,SUMITRA DEVI AGARWAL,SUMITRA DEVI AGARWAL,100000,Others
10/9/2019,SUMITRA DEVI AGARWAL,SUMITRA DEVI AGARWAL,100000,Others
10/9/2019,SUMITRA DEVI AGARWAL,SUMITRA DEVI AGARWAL,100000,Others
10/9/2019,SUMITRA DEVI AGARWAL,SUMITRA DEVI AGARWAL,100000,Others
10/9/2019,SUNDEEP JHUNJHUNWALA,SUNDEEP JHUNJHUNWALA,100000,Others
10/9/2019,SUNDEEP JHUNJHUNWALA,SUNDEEP JHUNJHUNWALA,100000,Others
10/9/2019,SUNDEEP JHUNJHUNWALA,SUNDEEP JHUNJHUNWALA,100000,Others
10/9/2019,SUNDEEP JHUNJHUNWALA,SUNDEEP JHUNJHUNWALA,100000,Others
10/9/2019,SUNDEEP JHUNJHUNWALA,SUNDEEP JHUNJHUNWALA,100000,Others
10/9/2019,UPL LIMITED,UPL LTD,10000000,Others
10/9/2019,UPL LIMITED,UPL LTD,10000000,Others
10/9/2019,UPL LIMITED,UPL LTD,10000000,Others
10/9/2019,UPL LIMITED,UPL LTD,10000000,Others
10/9/2019,UPL LIMITED,UPL LTD,10000000,Others
10/9/2019,UPL LIMITED,UPL LTD,10000000,Others
10/9/2019,UPL LIMITED,UPL LTD,10000000,Others
10/9/2019,UPL LIMITED,UPL LTD,10000000,Others
10/9/2019,UPL LIMITED,UPL LTD,10000000,Others
10/9/2019,UPL LIMITED,UPL LTD,10000000,Others
10/9/2019,VAIBHAV BHUTANI,VAIBHAV BHUTANI,100000,Others
10/9/2019,VAIBHAV BHUTANI,VAIBHAV BHUTANI,100000,Others
10/9/2019,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
10/9/2019,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
10/9/2019,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
10/9/2019,VIKASH JHUNJHUNWALA,VIKASH JHUNJHUNWALA,100000,Others
10/9/2019,VIKASH JHUNJHUNWALA,VIKASH JHUNJHUNWALA,100000,Others
10/9/2019,VIKASH JHUNJHUNWALA,VIKASH JHUNJHUNWALA,100000,Others
10/9/2019,VIKASH JHUNJHUNWALA,VIKASH JHUNJHUNWALA,100000,Others
10/9/2019,VIKASH JHUNJHUNWALA,VIKASH JHUNJHUNWALA,100000,Others
10/9/2019,VIKRAM KUMAR KHAITAN,VIKRAM KUMAR KHAITAN,100000,Others
10/9/2019,VIKRAM KUMAR KHAITAN,VIKRAM KUMAR KHAITAN,100000,Others
10/9/2019,VIKRAM KUMAR KHAITAN,VIKRAM KUMAR KHAITAN,100000,Others
10/9/2019,VIKRAM KUMAR KHAITAN,VIKRAM KUMAR KHAITAN,100000,Others
10/9/2019,VIKRAM KUMAR KHAITAN,VIKRAM KUMAR KHAITAN,100000,Others
10/9/2019,VINAY AGARWAL,VINAY AGARWAL,100000,Others
10/9/2019,VINAY KUMAR GANERIWAL,VINAY KUMAR GANERIWAL,100000,Others
10/9/2019,VINAY KUMAR GANERIWAL,VINAY KUMAR GANERIWAL,100000,Others
10/9/2019,YOGESH GARODIA,YOGESH GARODIA,100000,Others
10/10/2019,GENEXT HARDWARE PARKS PVT. LTD,GENEXT HARDWARE PARKS PVT. LTD,10000000,Others
10/10/2019,GENEXT HARDWARE PARKS PVT. LTD,GENEXT HARDWARE PARKS PVT. LTD,10000000,Others
10/10/2019,GENEXT HARDWARE PARKS PVT. LTD,GENEXT HARDWARE PARKS PVT. LTD,10000000,Others
10/10/2019,GENEXT HARDWARE PARKS PVT. LTD,GENEXT HARDWARE PARKS PVT. LTD,10000000,Others
10/10/2019,GENEXT HARDWARE PARKS PVT. LTD,GENEXT HARDWARE PARKS PVT. LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,INFINA FINANCE PRIVATE LIMITED,INFINA FINANCE PRIVATE LTD,10000000,Others
10/10/2019,KANHA VINCOM PRIVATE LIMITED,KANHA VINCOM PRIVATE LTD,10000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,1000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,1000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,1000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,1000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,10000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,10000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,1000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,1000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,1000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,1000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,1000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,1000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,1000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,1000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,1000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,10000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,1000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,10000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,1000000,Others
10/10/2019,MAHALAXMI VIDYUT PVT.LTD.,MAHALAXMI VIDYUT PVT.LTD.,1000000,Others
